date,language,stargazers,starsToday,description,owner,name,url
2024-06-09,svelte,3084,298,"Huly — All-in-One Project Management Platform (alternative to Linear, Jira, Slack, Notion, Motion)",hcengineering,platform,https://github.com/hcengineering/platform
2024-06-09,svelte,1786,4,"A modern, easy-to-use and performant custom Home Assistant dashboard",matt8707,ha-fusion,https://github.com/matt8707/ha-fusion
2024-06-09,svelte,4188,8,"shadcn/ui, but for Svelte. ✨",huntabyte,shadcn-svelte,https://github.com/huntabyte/shadcn-svelte
2024-06-09,svelte,1912,4,"Bittorrent streaming software for cats. Stream anime torrents, real-time with no waiting for downloads.",ThaUnknown,miru,https://github.com/ThaUnknown/miru
2024-06-09,svelte,4683,4,"A complete design system and component solution, built on Tailwind.",skeletonlabs,skeleton,https://github.com/skeletonlabs/skeleton
2024-06-09,svelte,998,3,"Transcribe any audio to text, translate and edit subtitles 100% locally with a web UI. Powered by whisper models!",pluja,whishper,https://github.com/pluja/whishper
2024-06-09,svelte,935,1,Full-sized drag & drop JavaScript event calendar with resource & timeline views,vkurko,calendar,https://github.com/vkurko/calendar
2024-06-09,svelte,2527,4,"Figma is the first interface design tool based in the browser, making it easier for teams to create software. Join us in https://t.me/figma_linux",Figma-Linux,figma-linux,https://github.com/Figma-Linux/figma-linux
2024-06-09,svelte,1768,0,"A simple standalone program which automates the installation, removal and maintenance of BetterDiscord.",BetterDiscord,Installer,https://github.com/BetterDiscord/Installer
2024-06-09,svelte,605,1,"Collection of Svelte components, actions, stores, and utilities to build highly interactive applications.",techniq,svelte-ux,https://github.com/techniq/svelte-ux
2024-06-09,svelte,1955,3,Official Svelte components built for Flowbite and Tailwind CSS,themesberg,flowbite-svelte,https://github.com/themesberg/flowbite-svelte
2024-06-09,svelte,4460,3,A based rollup. 🥁,taikoxyz,taiko-mono,https://github.com/taikoxyz/taiko-mono
2024-06-09,svelte,31542,21,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",saadeghi,daisyui,https://github.com/saadeghi/daisyui
2024-06-09,svelte,48,0,Website of the JSCraftCamp in Munich,jscraftcamp,website,https://github.com/jscraftcamp/website
2024-06-09,svelte,868,10,"A modern SaaS template/boilerplate built with SvelteKit, Tailwind, and Supabase. Includes marketing page, blog, subscriptions, auth, user dashboard, user settings, pricing page, and more.",CriticalMoments,CMSaasStarter,https://github.com/CriticalMoments/CMSaasStarter
2024-06-09,svelte,1261,2,Plain text project planning in Obsidian,marcusolsson,obsidian-projects,https://github.com/marcusolsson/obsidian-projects
