date,stargazers,starsToday,description,owner,name,url
2021-12-29,6,276,一条命令离线安装高可用kubernetes，3min装完，500M，100年证书，版本不要太全，生产环境稳如老狗,fanux,sealos,https://github.com/fanux/sealos
2021-12-29,654,30,The community maintained Solana token registry,solana-labs,token-list,https://github.com/solana-labs/token-list
2021-12-29,251,1,Official repository for the Matic Blockchain,maticnetwork,bor,https://github.com/maticnetwork/bor
2021-12-29,8,18,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈",kubesphere,kubesphere,https://github.com/kubesphere/kubesphere
2021-12-29,6,374,"immudb - world’s fastest immutable database, built on a zero trust model",codenotary,immudb,https://github.com/codenotary/immudb
2021-12-29,355,53,"Make Live Pure Again | 让直播回归纯粹",iyear,pure-live-core,https://github.com/iyear/pure-live-core
2021-12-29,22,27,"Solutions to LeetCode by Go, 100% test coverage, runtime beats 100% / LeetCode 题解",halfrost,LeetCode-Go,https://github.com/halfrost/LeetCode-Go
2021-12-29,3,22,Building event-driven applications the easy way in Go.,ThreeDotsLabs,watermill,https://github.com/ThreeDotsLabs/watermill
2021-12-29,13,62,go-zero is a web and rpc framework written in Go. It's born to ensure the stability of the busy sites with resilient design. Builtin goctl greatly improves the development productivity.,zeromicro,go-zero,https://github.com/zeromicro/go-zero
2021-12-29,7,6,"GoPlus - The Go+ language for engineering, STEM education, and data science",goplus,gop,https://github.com/goplus/gop
2021-12-29,515,4,Dashboard for Apache APISIX,apache,apisix-dashboard,https://github.com/apache/apisix-dashboard
2021-12-29,5,39,A package to build progressive web apps with Go programming language and WebAssembly.,maxence-charriere,go-app,https://github.com/maxence-charriere/go-app
2021-12-29,16,25,Fast and simple video download library and CLI tool written in Go,iawia002,annie,https://github.com/iawia002/annie
2021-12-29,40,20,The Prometheus monitoring system and time series database.,prometheus,prometheus,https://github.com/prometheus/prometheus
2021-12-29,159,8,无须借助dnslog且完全无害的JNDI反连检测工具，解析RMI和LDAP协议实现，可用于甲方内网自查,EmYiQing,JNDIScan,https://github.com/EmYiQing/JNDIScan
2021-12-29,16,23,Learn Go with test-driven development,quii,learn-go-with-tests,https://github.com/quii/learn-go-with-tests
2021-12-29,277,56,Web Cache Vulnerability Scanner is a Go-based CLI tool for testing for web cache poisoning. It is developed by Hackmanit GmbH (http://hackmanit.de/).,Hackmanit,Web-Cache-Vulnerability-Scanner,https://github.com/Hackmanit/Web-Cache-Vulnerability-Scanner
2021-12-29,919,6,EVM frontrunning tool,Supercycled,cake_sniper,https://github.com/Supercycled/cake_sniper
2021-12-29,7,6,psutil for golang,shirou,gopsutil,https://github.com/shirou/gopsutil
2021-12-29,1,14,"The AWS Copilot CLI is a tool for developers to build, release and operate production ready containerized applications on AWS App Runner, Amazon ECS, and AWS Fargate.",aws,copilot-cli,https://github.com/aws/copilot-cli
2021-12-29,12,15,"支持多家云存储的云盘系统 (Self-deployed file management and sharing system, supports multiple storage providers)",cloudreve,Cloudreve,https://github.com/cloudreve/Cloudreve
2021-12-29,7,10,A TCP proxy to simulate network and system conditions for chaos and resiliency testing,Shopify,toxiproxy,https://github.com/Shopify/toxiproxy
2021-12-29,10,14,"An authorization library that supports access control models like ACL, RBAC, ABAC in Golang",casbin,casbin,https://github.com/casbin/casbin
2021-12-29,539,5,傻妞机器人,cdle,sillyGirl,https://github.com/cdle/sillyGirl
2021-12-29,21,14,"The fastest HTTP/2 Go Web Framework. AWS Lambda, gRPC, MVC, Unique Router, Websockets, Sessions, Test suite, Dependency Injection and more. A true successor of expressjs and laravel | 谢谢 https://github.com/kataras/iris/issues/1329 |",kataras,iris,https://github.com/kataras/iris
