date,stargazers,starsToday,description,owner,name,url
2021-12-31,1296,1,R toolkit for single cell genomics,satijalab,seurat,https://github.com/satijalab/seurat
2021-12-31,577,1,A universal enrichment tool for interpreting omics data,YuLab-SMU,clusterProfiler,https://github.com/YuLab-SMU/clusterProfiler
2021-12-31,2329,1,Dynamic Documents for R,rstudio,rmarkdown,https://github.com/rstudio/rmarkdown
2021-12-31,5213,0,An implementation of the Grammar of Graphics in R,tidyverse,ggplot2,https://github.com/tidyverse/ggplot2
2021-12-31,1526,5,Statistical Rethinking course and book package,rmcelreath,rethinking,https://github.com/rmcelreath/rethinking
2021-12-31,180,2,Plots and analysis relating to the pandemic,VictimOfMaths,COVID-19,https://github.com/VictimOfMaths/COVID-19
2021-12-31,1548,1,Machine Learning in R,mlr-org,mlr,https://github.com/mlr-org/mlr
2021-12-31,1380,4,Enhancing `{ggplot2}` plots with statistical analysis,IndrajeetPatil,ggstatsplot,https://github.com/IndrajeetPatil/ggstatsplot
2021-12-31,3244,1,R for data science: a book,hadley,r4ds,https://github.com/hadley/r4ds
2021-12-31,4,0,🧛🏻‍♂️ Dark theme for ggplot2 and R palette,dracula,ggplot2,https://github.com/dracula/ggplot2
2021-12-31,801,0,'ggplot2' Based Publication Ready Plots,kassambara,ggpubr,https://github.com/kassambara/ggpubr
2021-12-31,3931,0,dplyr: A grammar of data manipulation,tidyverse,dplyr,https://github.com/tidyverse/dplyr
2021-12-31,3794,1,A collection of interactive courses for the swirl R package.,swirldev,swirl_courses,https://github.com/swirldev/swirl_courses
2021-12-31,629,2,The R easystats-project,easystats,easystats,https://github.com/easystats/easystats
2021-12-31,2929,1,R's data.table package extends data.frame:,Rdatatable,data.table,https://github.com/Rdatatable/data.table
2021-12-31,1600,1,Rmd source files for the HarvardX series PH525x,genomicsclass,labs,https://github.com/genomicsclass/labs
2021-12-31,216,0,"R toolkit for inference, visualization and analysis of cell-cell communication from single-cell data",sqjin,CellChat,https://github.com/sqjin/CellChat
2021-12-31,319,0,Epidemiological Data from the COVID-19 Epidemic in Canada,ccodwg,Covid19Canada,https://github.com/ccodwg/Covid19Canada
2021-12-31,3,0,Connect mlr3 with OpenML,mlr-org,mlr3oml,https://github.com/mlr-org/mlr3oml
2021-12-31,4514,1,Easy interactive web applications with R,rstudio,shiny,https://github.com/rstudio/shiny
2021-12-31,142,0,R toolkit for the analysis of single-cell chromatin data,timoast,signac,https://github.com/timoast/signac
2021-12-31,403,0,"phyloseq is a set of classes, wrappers, and tools (in R) to make it easier to import, store, and analyze phylogenetic sequencing data; and to reproducibly share that data and analysis with others. See the phyloseq front page:",joey711,phyloseq,https://github.com/joey711/phyloseq
2021-12-31,716,0,Repository for Programming Assignment 2 for R Programming on Coursera,rdpeng,ProgrammingAssignment2,https://github.com/rdpeng/ProgrammingAssignment2
2021-12-31,790,0,Make Complex Heatmaps,jokergoo,ComplexHeatmap,https://github.com/jokergoo/ComplexHeatmap
2021-12-31,369,0,Survival Analysis and Visualization,kassambara,survminer,https://github.com/kassambara/survminer
