date,language,stargazers,starsToday,description,owner,name,url
2022-04-30,r,3218,22,Statistical Rethinking course winter 2022,rmcelreath,stat_rethinking_2022,https://github.com/rmcelreath/stat_rethinking_2022
2022-04-30,r,450,2,"Robyn is an experimental, automated and open-sourced Marketing Mix Modeling (MMM) package from Facebook Marketing Science. It uses various machine learning techniques (Ridge regression with cross validation, multi-objective evolutionary algorithm for hyperparameter optimisation, gradient-based optimisation for budget allocation etc.) to define m…",facebookexperimental,Robyn,https://github.com/facebookexperimental/Robyn
2022-04-30,r,410,0,A collection of datasets of ML problem solving,selva86,datasets,https://github.com/selva86/datasets
2022-04-30,r,1433,0,R toolkit for single cell genomics,satijalab,seurat,https://github.com/satijalab/seurat
2022-04-30,r,1002,1,brms R package for Bayesian generalized multivariate non-linear multilevel models using Stan,paul-buerkner,brms,https://github.com/paul-buerkner/brms
2022-04-30,r,34,2,"Build high quality, enterprise-grade Shiny apps at speed",Appsilon,rhino,https://github.com/Appsilon/rhino
2022-04-30,r,334,0,Tools for time series analysis and forecasting,RamiKrispin,TSstudio,https://github.com/RamiKrispin/TSstudio
2022-04-30,r,35,0,My GitHub profile README.md with self-updating badges,terrytangyuan,terrytangyuan,https://github.com/terrytangyuan/terrytangyuan
2022-04-30,r,333,0,Accurate sample inference from amplicon data with single nucleotide resolution,benjjneb,dada2,https://github.com/benjjneb/dada2
2022-04-30,r,4647,4,Easy interactive web applications with R,rstudio,shiny,https://github.com/rstudio/shiny
2022-04-30,r,289,2,️️️️ Draw gene arrow maps in ggplot2,wilkox,gggenes,https://github.com/wilkox/gggenes
2022-04-30,r,4080,0,dplyr: A grammar of data manipulation,tidyverse,dplyr,https://github.com/tidyverse/dplyr
2022-04-30,r,16,0,Interval Vectors,DavisVaughan,ivs,https://github.com/DavisVaughan/ivs
2022-04-30,r,417,0,"phyloseq is a set of classes, wrappers, and tools (in R) to make it easier to import, store, and analyze phylogenetic sequencing data; and to reproducibly share that data and analysis with others. See the phyloseq front page:",joey711,phyloseq,https://github.com/joey711/phyloseq
2022-04-30,r,161,0,R toolkit for the analysis of single-cell chromatin data,timoast,signac,https://github.com/timoast/signac
2022-04-30,r,1667,1,Statistical Rethinking course and book package,rmcelreath,rethinking,https://github.com/rmcelreath/rethinking
2022-04-30,r,317,0,Inferring CNV from Single-Cell RNA-Seq,broadinstitute,infercnv,https://github.com/broadinstitute/infercnv
2022-04-30,r,1545,1,R Package for 2D and 3D mapping and data visualization,tylermorganwall,rayshader,https://github.com/tylermorganwall/rayshader
2022-04-30,r,611,1,Visualisation toolbox for beautiful and publication-ready figures,easystats,see,https://github.com/easystats/see
2022-04-30,r,1000,0,Simple Features for R,r-spatial,sf,https://github.com/r-spatial/sf
2022-04-30,r,14,0,R implementation of advanced optimizers for torch,e-sensing,torchopt,https://github.com/e-sensing/torchopt
2022-04-30,r,380,1,Survival Analysis and Visualization,kassambara,survminer,https://github.com/kassambara/survminer
2022-04-30,r,293,0,"Fast, sensitive and accurate integration of single-cell data with Harmony",immunogenomics,harmony,https://github.com/immunogenomics/harmony
2022-04-30,r,720,0,renv: Project environments for R.,rstudio,renv,https://github.com/rstudio/renv
2022-04-30,r,626,1,A universal enrichment tool for interpreting omics data,YuLab-SMU,clusterProfiler,https://github.com/YuLab-SMU/clusterProfiler
